image,gt,pred,confidence,pre_ms,infer_ms,post_ms,total_ms,correct
74c7bd49-6b14-4598-8d9a-d091ac318e1a.jpg,pinkie,pinkie,0.9996,0.960,284.875,0.008,285.843,1
4b2e584f-340b-4dd3-9d7a-98d1ebc2d518.jpg,one,one,0.8607,0.960,284.874,0.008,285.842,1
0f01b089-19bf-4cbd-b971-e4b79b8afed9.jpg,palm,palm,0.9803,0.960,284.875,0.008,285.843,1
81e27a4c-955b-4496-9120-8281bcd00817.jpg,one,one,1.0000,0.960,284.875,0.008,285.843,1
3872de46-0622-4f4b-8cbc-7286ae9ea382.jpg,pinkie,pinkie,0.9999,0.960,284.875,0.008,285.843,1
4f546ecf-608d-42aa-b6bb-9f7c96af06ab.jpg,rock,rock,0.9946,0.960,284.875,0.008,285.843,1
f78ac855-e25b-43f8-9c24-31cc2fcc98e6.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.842,1
753c65e3-3764-4f34-92c1-e7c75ab0da3b.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
82a61863-e95b-4a8e-997b-2c4d84c8b573.jpg,others,palm,0.4924,0.960,284.874,0.008,285.842,0
a27bd261-be3a-4ee6-8746-95043d6d3309.jpg,others,others,0.4475,0.960,284.874,0.008,285.842,1
fa3a4133-8531-487b-a91c-c5f178965a4a.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
29613303-d2fd-4ea8-8212-549eb9dc9eb7.jpg,pinkie,pinkie,0.9700,0.960,284.874,0.008,285.842,1
fc0e2add-c6f2-4c04-bf80-fadf2cdd5102.jpg,rock,rock,0.9894,0.960,284.875,0.008,285.843,1
79b66704-2480-429c-9f49-f4cee740ea96.jpg,others,others,0.5289,0.960,284.874,0.008,285.842,1
91a3b0fc-ea08-4eaf-9b03-f7c7a0dacb7d.jpg,rock,rock,0.9999,0.960,284.875,0.008,285.843,1
4cd50f37-0f95-4c9b-b19c-b817d5e8af77.jpg,palm,palm,0.9999,0.960,284.875,0.008,285.843,1
46da03ee-1a47-443d-b465-188178e05dd3.jpg,others,rock,0.6165,0.960,284.875,0.008,285.843,0
af1a1877-43e6-4adb-8306-848ac75a85cf.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
6f2a703f-9533-4ef5-aea5-46ac99e05703.jpg,fist,fist,0.9987,0.960,284.874,0.008,285.843,1
28f69e93-54f1-46c9-ba6a-3b06d99b5dcf.jpg,pinkie,pinkie,0.7804,0.960,284.875,0.008,285.843,1
61ad9419-a19d-4f54-aef9-955e06877409.jpg,one,one,1.0000,0.960,284.874,0.008,285.842,1
b1343115-4844-4d43-80f7-a9045b886260.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
58cd1bfe-9425-4e5a-872f-a2e0fbdf9a55.jpg,pinkie,pinkie,0.9981,0.960,284.875,0.008,285.843,1
2e475b85-ee20-4665-b8bc-b24359c32c63.jpg,others,others,0.9020,0.960,284.874,0.008,285.843,1
3f1c52ee-3821-45c4-bd7c-58ebfb4e1487.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
8ec93567-9bca-4ba0-b2c0-9adddd8b7f8e.jpg,pinkie,pinkie,0.9998,0.960,284.875,0.008,285.844,1
f41ac203-0056-4d5f-8e71-a0a0ecef35a8.jpg,palm,palm,0.9999,0.960,284.874,0.008,285.842,1
a1be3993-c3be-4b1c-96ee-d67bc0f16591.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.842,1
6a6364b6-2594-4dc8-a360-8c7ede5e0c18.jpg,others,others,0.9925,0.960,284.874,0.008,285.842,1
475b9d94-2d05-4749-aa3a-1ed4ab5d3b44.jpg,others,others,0.5600,0.960,284.874,0.008,285.842,1
02f5107c-eb15-4858-b526-d002888a3ac5.jpg,one,one,0.7093,0.960,284.875,0.008,285.843,1
27eec840-6099-4037-baa4-71eef7eb38c7.jpg,pinkie,pinkie,1.0000,0.960,284.874,0.008,285.843,1
4020f977-daf3-4b9c-85ac-c1a600b2dd4c.jpg,one,one,0.9499,0.960,284.874,0.008,285.843,1
1e3c62df-7dc8-405c-92f9-e9ee3a2eaed5.jpg,others,others,0.7464,0.960,284.875,0.008,285.843,1
a88ac59e-d6f7-4764-b632-54758925a4cc.jpg,fist,fist,0.8667,0.960,284.875,0.008,285.843,1
dc45454d-9c72-45f6-b3f0-ff23843cd05e.jpg,rock,rock,0.9877,0.960,284.875,0.008,285.843,1
4dced330-3113-4f4f-bbf6-f1f5be69c29b.jpg,fist,fist,0.9998,0.960,284.874,0.008,285.842,1
339ce609-4231-4268-bfc2-ce97404e0bbd.jpg,rock,rock,0.9997,0.960,284.874,0.008,285.842,1
89897ab0-e2e1-4700-b480-6d5ebd9cd02f.jpg,rock,rock,0.9999,0.960,284.874,0.008,285.843,1
cec81ce0-3895-43bc-aa3e-f26229d05f3f.jpg,rock,rock,0.9839,0.960,284.874,0.008,285.843,1
315a89a7-0398-4ad4-8949-c21415ed09a3.jpg,fist,fist,0.9993,0.960,284.875,0.008,285.843,1
d9c06286-9caf-4d1d-ab4a-e1927de99498.jpg,one,one,0.9874,0.960,284.875,0.008,285.843,1
cae74e99-d12c-4bef-8cd1-388db2ce1d1e.jpg,others,palm,0.4647,0.960,284.874,0.008,285.842,0
a1b9f4d9-e890-4bbd-98c0-ebe37a091930.jpg,palm,palm,0.8785,0.960,284.875,0.008,285.843,1
50854c78-9b9d-422d-91ed-43e011c2e043.jpg,one,one,0.9999,0.960,284.874,0.008,285.842,1
77c1a40f-3f84-49cc-b56f-2df990a29772.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.842,1
1b01b019-fc51-49f1-9ed4-5887436aa9bb.jpg,rock,rock,0.9982,0.960,284.875,0.008,285.843,1
e286861c-2bcb-49b2-9d7f-5b4b476ac77d.jpg,palm,palm,0.9969,0.960,284.874,0.008,285.842,1
3438e407-322a-4150-bd08-8f3d6c9c3960.jpg,palm,palm,0.9999,0.960,284.874,0.008,285.842,1
d5aa19cb-35c1-4062-bef4-2a7402b680e7.jpg,one,one,0.8543,0.960,284.874,0.008,285.842,1
7f0df604-c20f-460e-ba66-93d268192a19.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.842,1
92ef01e0-54f2-4674-a183-4a32e41f2ea3.jpg,one,one,0.9871,0.960,284.875,0.008,285.843,1
d151a529-e83c-4184-a54d-71801689881f.jpg,pinkie,pinkie,0.9988,0.960,284.874,0.008,285.843,1
3f04c8e2-8acc-4096-8f3d-170d4224af8a.jpg,one,one,0.9976,0.960,284.875,0.008,285.843,1
de099ac6-c3a5-44be-81a3-1f286b4c2e6e.jpg,others,others,0.9154,0.960,284.874,0.008,285.843,1
4422755a-6233-4271-add1-b0a495343260.jpg,fist,fist,0.9993,0.960,284.875,0.008,285.843,1
5cde141a-8935-4155-914e-d1aecef985b2.jpg,palm,palm,0.9999,0.960,284.875,0.008,285.843,1
50842568-904d-49fa-9f21-f761564081b3.jpg,pinkie,pinkie,1.0000,0.960,284.874,0.008,285.842,1
c8ce791c-2417-45ba-a3d1-af98304a6f9c.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.843,1
cc8d9243-b5d9-4b95-9143-3953c764e1dd.jpg,pinkie,pinkie,0.9939,0.960,284.875,0.008,285.843,1
78d13442-7e27-4f07-982e-6d3b59596ff3.jpg,others,others,0.9025,0.960,284.874,0.008,285.843,1
5a1b96e8-97a1-4404-aaab-2df4a5121bd3.jpg,one,one,0.9466,0.960,284.874,0.008,285.842,1
6d441b53-7f7c-46bf-86fd-2b3c4927f4cf.jpg,pinkie,pinkie,0.9998,0.960,284.875,0.008,285.843,1
51af2c47-a102-423f-862e-c456addb6a73.jpg,others,others,0.9936,0.960,284.874,0.008,285.842,1
7619d0e5-41ae-468e-9dad-aced1e08a69a.jpg,one,one,0.9964,0.960,284.875,0.008,285.843,1
369dd636-9a16-49fd-8b87-bdf42cb35954.jpg,pinkie,pinkie,0.9602,0.960,284.875,0.008,285.843,1
02fad3df-96f1-44b8-93f3-e8e5e3fe0f9a.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
702fc08a-eb55-4ede-86ae-56cc0d5af985.jpg,others,others,0.6330,0.960,284.874,0.008,285.842,1
a1803837-0409-484c-ada0-cce29db58a2e.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
ad9824f0-577e-4704-b2b6-fe4ab537902e.jpg,one,one,1.0000,0.960,284.875,0.008,285.843,1
78cd3a63-257b-4a43-b230-431f4e99a0d7.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
c6e8fb15-1fa5-4091-a0ed-02d685420144.jpg,fist,fist,0.9930,0.960,284.875,0.008,285.843,1
be8c2987-6669-43c2-8d2a-f7a9165c5ace.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
63b606d5-35b0-46a1-9507-a586f427955e.jpg,pinkie,pinkie,0.9939,0.960,284.875,0.008,285.843,1
c5972990-4189-4909-93c8-9a6ca4c4f08a.jpg,pinkie,pinkie,0.9997,0.960,284.874,0.008,285.843,1
352a196b-088d-4c38-815e-c1262190b283.jpg,pinkie,others,0.3085,0.960,284.874,0.008,285.842,0
f5443999-9ac7-4388-8510-47796ee679f0.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
051defdc-3296-47d1-91e3-df2affea3d4f.jpg,rock,rock,0.9855,0.960,284.874,0.008,285.842,1
8c1860fb-8e53-4fce-96ec-29cf40577393.jpg,rock,rock,1.0000,0.960,284.875,0.008,285.843,1
17cd2f18-c69c-485f-91b5-9b44086819e5.jpg,one,one,0.9999,0.960,284.874,0.008,285.842,1
5b3ca425-ef94-4301-a84a-1656541f8914.jpg,fist,fist,0.6604,0.960,284.874,0.008,285.843,1
0b2bcbe0-2301-41e4-9824-d02238c0e2ba.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.843,1
1544d7de-0c12-4a54-8b28-8c32c1647177.jpg,rock,rock,0.8914,0.960,284.874,0.008,285.842,1
e0f29857-1962-42b7-b1f0-94ba52b07ba9.jpg,pinkie,one,0.5016,0.960,284.874,0.008,285.842,0
51021f31-0371-4670-a6a7-16a016cb59fd.jpg,one,one,1.0000,0.960,284.875,0.008,285.843,1
976e037b-68b9-4d3c-af98-baa51361561e.jpg,one,one,0.9924,0.960,284.874,0.008,285.843,1
75127679-a2ec-4696-b616-7a3cb8c6b616.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.843,1
b3928cc6-f29c-49f0-bf69-257f1dd1b32d.jpg,palm,palm,0.9998,0.960,284.874,0.008,285.842,1
d7aee4ab-d8dd-4ef0-924c-a8290426a51e.jpg,palm,palm,0.7817,0.960,284.875,0.008,285.843,1
d2ecda35-1a40-48a4-b78f-d8df37b32f8e.jpg,rock,rock,0.9977,0.960,284.874,0.008,285.842,1
a6eb3673-b500-4838-b13d-4e773998193d.jpg,others,others,0.9445,0.960,284.875,0.008,285.843,1
cc33a35b-93f5-4c32-b7e8-72e2f82dc80b.jpg,fist,fist,0.9967,0.960,284.874,0.008,285.842,1
b9111d4b-a8dc-473b-a665-f8752d55aff4.jpg,palm,palm,0.9999,0.960,284.875,0.008,285.843,1
1ea7d840-711b-4b97-968d-2270760928a6.jpg,pinkie,pinkie,0.9681,0.960,284.875,0.008,285.843,1
6d870f91-19a9-43b1-894b-e4a8bdb7f899.jpg,pinkie,pinkie,0.9633,0.960,284.875,0.008,285.843,1
c1769751-6aa7-4414-8ab7-8c4fdde1f229.jpg,one,one,0.7304,0.960,284.875,0.008,285.843,1
677a5c45-08b8-45b1-8b77-49243c0437f1.jpg,one,one,0.9700,0.960,284.874,0.008,285.842,1
245e4ec6-4a9c-4c66-ad60-3db78b17ca27.jpg,rock,rock,0.9822,0.960,284.874,0.008,285.842,1
195b4808-27cf-44a7-a44c-b9961e08100d.jpg,palm,palm,0.9861,0.960,284.874,0.008,285.842,1
acf9a963-d9eb-4b7d-b207-069c2c546676.jpg,others,others,0.8964,0.960,284.874,0.008,285.842,1
f73eeea5-9e9b-44b3-9e33-be8434a7f145.jpg,palm,palm,0.9187,0.960,284.875,0.008,285.843,1
9af8b1c3-4da4-4730-a231-75cacdc074f6.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.842,1
caa05e66-6cd9-4fa7-aa4f-1cbd02b907ac.jpg,palm,palm,0.9999,0.960,284.874,0.008,285.843,1
64d17ac8-1ca9-47f0-b974-cb61d4c5dcf3.jpg,others,others,0.9033,0.960,284.874,0.008,285.843,1
d4a970a8-b674-4e2a-af34-56c2aa376fa1.jpg,pinkie,rock,0.5209,0.960,284.874,0.008,285.842,0
252e4cf5-dfe8-468b-8945-127332f89d73.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.842,1
96dddadf-ec55-4bd9-b915-f1e4dd1917e2.jpg,rock,rock,0.9451,0.960,284.874,0.008,285.843,1
3a68eba2-eb04-4b8e-84e8-4a0f10bc6527.jpg,rock,rock,0.8328,0.960,284.874,0.008,285.842,1
b45fc2da-8c4e-4a51-974c-493c6f20f422.jpg,rock,rock,0.9973,0.960,284.874,0.008,285.843,1
ab64a185-241c-463a-aeca-9b97776a1c98.jpg,pinkie,pinkie,0.8586,0.960,284.874,0.008,285.842,1
89b75d11-828e-4c36-b5a8-8d12c660529d.jpg,pinkie,pinkie,0.8402,0.960,284.874,0.008,285.843,1
13c11337-d941-42fb-b842-f588a54b35dd.jpg,rock,rock,1.0000,0.960,284.874,0.008,285.843,1
db326ac9-434f-4638-89b4-404d5c2e2153.jpg,palm,palm,0.9940,0.960,284.875,0.008,285.843,1
6a081245-2f20-4c68-85d9-2c3463eeffe5.jpg,palm,palm,0.9999,0.960,284.874,0.008,285.842,1
9454b8b9-1951-460d-b801-5a670025983a.jpg,one,one,0.9707,0.960,284.874,0.008,285.843,1
37f924ff-906b-43da-9400-74192bd5c801.jpg,palm,palm,0.9989,0.960,284.875,0.008,285.843,1
2c77dd02-3f60-440a-b1c3-caf13ab6b5ce.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.844,1
339d1307-ce25-462c-8e0b-bc136e48c5fd.jpg,fist,fist,0.9994,0.960,284.874,0.008,285.843,1
de2da819-e6f5-4ca0-a6fd-bfe18c3bca43.jpg,rock,rock,0.9939,0.960,284.874,0.008,285.843,1
2b2dc6b8-3d42-4dff-b3e1-a44d68fee70f.jpg,others,others,0.8659,0.960,284.874,0.008,285.843,1
dd1b60da-be37-4b47-961a-c0551cd61da4.jpg,one,one,0.9346,0.960,284.874,0.008,285.843,1
be352932-f982-43d3-88e8-4951d777689d.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
cd76eb3c-4ff2-409f-9591-83666639c2ad.jpg,one,others,0.7742,0.960,284.874,0.008,285.842,0
12bf8ea8-ddc4-4497-9969-8dc0ade946c6.jpg,rock,rock,0.9980,0.960,284.875,0.008,285.843,1
aaac13dc-4bec-4900-923e-44e8d0dfb9b9.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
67ece806-1998-481b-9553-b9b368d2363d.jpg,one,one,0.6252,0.960,284.875,0.008,285.843,1
5cfc7360-db9d-43c5-9cb0-55a534813c0e.jpg,rock,rock,1.0000,0.960,284.874,0.008,285.843,1
5b65445b-105a-4431-b978-037160795ac0.jpg,fist,fist,0.9805,0.960,284.875,0.008,285.844,1
87d8220b-0b62-4e5f-b28b-46655647a75a.jpg,one,one,0.8934,0.960,284.875,0.008,285.843,1
f2bba573-eae6-41dd-a974-0343bcfb4a54.jpg,one,one,0.4059,0.960,284.874,0.007,285.842,1
138c6dde-21db-486a-8882-c43147890e89.jpg,pinkie,pinkie,1.0000,0.960,284.875,0.008,285.843,1
7b87e9af-0c81-441b-bf78-f7a75c06bde1.jpg,one,one,0.9143,0.960,284.874,0.008,285.842,1
f9c6d12b-d67a-48c5-a1d8-766757a3cf6c.jpg,others,others,0.9964,0.960,284.874,0.008,285.842,1
0852169e-a5b0-4a43-91ad-91dc4039c6b1.jpg,pinkie,pinkie,0.9999,0.960,284.875,0.008,285.843,1
c661ba0d-1d90-48d5-be9f-3b5eb06dcdb8.jpg,others,others,0.7550,0.960,284.875,0.008,285.843,1
04c42254-3fd0-4dc5-85b8-74bf3706c804.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.842,1
9ff16d0e-e90e-48de-b087-30ac12c8582d.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.842,1
1e61ef99-b7a7-4a1f-b044-7e0eaba03303.jpg,palm,palm,0.8641,0.960,284.874,0.008,285.842,1
088f103f-21bf-497b-ba0b-2b0a70ec0e86.jpg,one,one,0.9970,0.960,284.874,0.008,285.842,1
ae4d5568-68dd-4251-b65c-2f9cf107e254.jpg,pinkie,pinkie,0.9895,0.960,284.874,0.008,285.842,1
fad0c71f-8745-4758-8d5d-d59ed833b45c.jpg,palm,palm,0.9756,0.960,284.874,0.008,285.843,1
0befc358-1d52-44b3-b16f-534b4180441e.jpg,one,one,0.9979,0.960,284.874,0.008,285.843,1
37a788fc-13a6-4bf6-8587-4239b5fd3e10.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
b8ec1fea-0844-44ea-bb7f-bb04a7f7790f.jpg,fist,fist,0.9937,0.960,284.875,0.008,285.843,1
c49cde3d-f5d4-40cd-bada-43c0ad866d47.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
bb6d678c-1e53-4f9f-b85c-12fd19afd064.jpg,pinkie,pinkie,0.9708,0.960,284.875,0.008,285.843,1
e546e56d-bcc8-4fbc-92fc-49484e3707b9.jpg,fist,fist,0.9977,0.960,284.875,0.008,285.843,1
dd2cc8c7-626f-489a-9a22-637e2f4168f7.jpg,rock,rock,0.9999,0.960,284.875,0.008,285.843,1
5eb483aa-3174-49f9-97d2-0075cfe68791.jpg,rock,rock,0.9981,0.960,284.874,0.008,285.843,1
f20e720c-179f-4f09-9810-292bb84ccf1c.jpg,others,others,0.5744,0.960,284.874,0.008,285.842,1
5cfec386-ee3c-42c3-bf1b-a4326bea1736.jpg,rock,rock,0.6534,0.960,284.875,0.008,285.843,1
8d6120e9-7f86-4923-ad79-64a7b6e999f8.jpg,one,one,0.8595,0.960,284.874,0.008,285.842,1
88d84eb5-4a50-4a33-96b8-01fdc8bcee59.jpg,pinkie,pinkie,0.9905,0.960,284.874,0.008,285.843,1
a55b2751-ad0b-4377-8b7f-cf1623e6eafe.jpg,others,others,0.7039,0.960,284.874,0.008,285.842,1
720ba2b3-e90d-4241-8d3c-f52cb9c5076e.jpg,rock,rock,0.9962,0.960,284.875,0.008,285.843,1
21f158ed-9cdd-45eb-8a4a-c1aa71eb5c0a.jpg,pinkie,pinkie,0.9994,0.960,284.874,0.008,285.842,1
f577b2f2-8944-4b38-a4b7-edd1b734cf07.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.842,1
3c315dca-e05c-4b69-82cc-60723bd070fe.jpg,pinkie,pinkie,1.0000,0.960,284.875,0.008,285.843,1
5ffc0007-4ae4-4c7a-9917-e26a1bc5e90f.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.843,1
f743d23d-3008-49c0-8346-066cc2882077.jpg,others,others,0.5613,0.960,284.875,0.008,285.843,1
90e0b453-92a4-428e-95b4-3c9ec1a05b91.jpg,pinkie,pinkie,1.0000,0.960,284.875,0.008,285.843,1
f3f9749f-05de-4fb4-a209-f9fb52e376a5.jpg,palm,palm,0.9980,0.960,284.875,0.008,285.843,1
8ff8f60d-9aeb-469d-bee3-bafa23e93757.jpg,pinkie,pinkie,0.9897,0.960,284.875,0.008,285.843,1
c4ec6c9e-a737-4c52-9f5b-ad258946da6d.jpg,pinkie,pinkie,0.9721,0.960,284.875,0.008,285.843,1
3db09df7-f9a1-4993-bfc3-95f93328df3b.jpg,others,others,0.9658,0.960,284.874,0.008,285.843,1
54613c05-9b55-4199-a5be-2fc5d0373420.jpg,rock,pinkie,0.7348,0.960,284.875,0.008,285.843,0
23bd0d7c-d327-4240-8d60-9e527f48409e.jpg,pinkie,pinkie,0.9790,0.960,284.874,0.008,285.842,1
91a9ce0d-dfbe-40bc-b926-90b1d8947054.jpg,others,others,0.9867,0.960,284.875,0.008,285.843,1
ebf58a23-4b45-436d-8011-0f879e4bbeb7.jpg,palm,palm,0.9978,0.960,284.874,0.008,285.843,1
361a1d93-0681-40ca-9ba3-f97843a1111e.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
8f4ccf39-7f90-45bf-8c4e-a005cdcc596a.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
95a5931e-5ef1-49d3-9901-26415d608550.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
