image,gt,pred,confidence,pre_ms,infer_ms,post_ms,total_ms,correct
c6140018-526a-4dd8-bd0a-70acbb5569aa.jpg,pinkie,pinkie,1.0000,1.200,3230.215,0.007,3231.422,1
a9b2a6ef-952f-46a1-be05-ab4436f080b6.jpg,pinkie,pinkie,1.0000,1.200,3230.206,0.007,3231.413,1
ab1352c7-dcfe-4885-8850-52f3a2891c08.jpg,rock,rock,1.0000,1.200,3230.212,0.007,3231.420,1
d6b6994e-63e0-4a64-8fc4-66523e564a7c.jpg,fist,fist,1.0000,1.200,3230.215,0.007,3231.423,1
74d9f43d-d1a7-4eb2-b5c4-8c326195bc7d.jpg,rock,rock,1.0000,1.200,3230.212,0.007,3231.420,1
4305dfd7-f1a6-4bce-87bc-16a1313b655f.jpg,fist,fist,1.0000,1.200,3230.206,0.007,3231.414,1
8aea22c4-b113-40ca-9bd3-366c4a7c4475.jpg,fist,fist,1.0000,1.200,3230.213,0.007,3231.420,1
afb5aa47-8940-4898-a32b-cae1b9345b6a.jpg,fist,fist,1.0000,1.200,3230.206,0.007,3231.414,1
46f6fc84-31dd-4e6d-87aa-4a2ec7d907ee.jpg,palm,palm,1.0000,1.200,3230.215,0.007,3231.423,1
d0b714a3-1a43-4e3f-843f-85eb4210eeb3.jpg,one,one,1.0000,1.200,3230.205,0.007,3231.413,1
aed6ebf0-3f47-49be-89dd-ec75a702afdb.jpg,fist,fist,1.0000,1.200,3230.211,0.007,3231.419,1
f22dc8d8-3b2d-4909-bc3c-6fe9c9de6282.jpg,rock,rock,1.0000,1.200,3230.208,0.007,3231.416,1
ff432cec-0bc2-4877-9adb-f04fa62038a2.jpg,one,one,1.0000,1.200,3230.212,0.007,3231.420,1
2f938ba9-ada5-4eb6-8814-ac15d061e548.jpg,fist,fist,1.0000,1.200,3230.213,0.007,3231.420,1
fa733708-ae99-46d1-adfc-0fbbbff5efbf.jpg,rock,rock,0.9995,1.200,3230.214,0.007,3231.422,1
d3a25b9e-d87c-474f-a823-de30d4d2841f.jpg,rock,rock,1.0000,1.200,3230.209,0.007,3231.417,1
e972964e-4856-48c3-b495-cb7e2b86eb38.jpg,one,one,0.6058,1.200,3230.208,0.007,3231.415,1
acd782d4-d9af-46da-9fab-d5af7b347258.jpg,pinkie,rock,0.3935,1.200,3230.212,0.007,3231.420,0
6356e9b5-0685-4429-bfc5-f3c3126adbc9.jpg,rock,rock,0.9955,1.200,3230.215,0.007,3231.422,1
421d0108-dea6-42e3-8a9e-a3647804f02c.jpg,fist,fist,1.0000,1.200,3230.214,0.007,3231.422,1
a62210ea-923e-4925-b603-e79eb8d3dc98.jpg,fist,fist,1.0000,1.200,3230.210,0.007,3231.418,1
59f04e8f-57f9-4cd2-b4c9-19d0dfce1102.jpg,one,one,1.0000,1.200,3230.205,0.007,3231.413,1
381cc555-0c4f-44ff-9ce5-cdb89877ccae.jpg,rock,rock,1.0000,1.200,3230.213,0.007,3231.421,1
98e15309-7718-489f-a0b8-04b0fa4b59bf.jpg,fist,fist,0.9996,1.200,3230.207,0.007,3231.415,1
2142d14e-7eb1-4b5d-8f4b-7b0bfee43390.jpg,pinkie,pinkie,0.9982,1.200,3230.215,0.007,3231.422,1
11c6fdaa-0351-4cce-8aa8-b1b888adb28d.jpg,others,others,0.9999,1.200,3230.206,0.007,3231.414,1
2bd29354-a697-4b87-b85f-816e26adecd2.jpg,others,others,0.9681,1.200,3230.207,0.007,3231.415,1
36251a72-187b-497a-b1f0-aa79a77f4593.jpg,others,others,1.0000,1.200,3230.208,0.007,3231.416,1
fdf868fd-5936-428c-acf4-d9c6da19e37b.jpg,palm,palm,0.9993,1.200,3230.212,0.007,3231.419,1
dddbf91e-4c49-495a-872d-65f71b5d0371.jpg,rock,rock,1.0000,1.200,3230.206,0.007,3231.414,1
d0ce70a1-ba2c-4769-ba6e-9fdca27e4454.jpg,others,others,0.9995,1.200,3230.214,0.007,3231.421,1
da5080bc-5ce7-4c99-8389-7ff74fd2f9be.jpg,palm,palm,1.0000,1.200,3230.212,0.007,3231.419,1
d04fa7fe-1cdb-4659-a172-3d38873ba89a.jpg,others,others,0.9995,1.200,3230.208,0.007,3231.416,1
25b7e89f-dcde-4f34-b8eb-9f234451c6f5.jpg,pinkie,pinkie,1.0000,1.200,3230.205,0.007,3231.413,1
85dc7ad9-ef39-4cff-af75-8e795a7acdee.jpg,pinkie,pinkie,1.0000,1.200,3230.212,0.008,3231.420,1
faaedd88-21eb-42d5-93c4-c3b9649fa4b9.jpg,rock,rock,1.0000,1.200,3230.210,0.007,3231.418,1
5c5c8bb8-7626-4b41-8232-2222f9f9a54a.jpg,palm,palm,1.0000,1.200,3230.213,0.007,3231.421,1
e04879fe-ff15-4c55-b892-d67c15bdc31c.jpg,rock,rock,1.0000,1.200,3230.208,0.007,3231.416,1
599c30af-dd77-4855-9082-63032325e149.jpg,others,others,0.9998,1.200,3230.207,0.007,3231.415,1
6c545f53-8adb-468a-bcf4-564e217f520f.jpg,one,one,1.0000,1.200,3230.207,0.007,3231.414,1
15f2b140-624c-417f-85f7-bab7357b2a06.jpg,others,others,1.0000,1.200,3230.212,0.007,3231.420,1
edb57d6e-93ef-4627-9988-5ea04916c96f.jpg,fist,fist,1.0000,1.200,3230.207,0.007,3231.414,1
b2b42d7b-af57-48d7-8efd-270698f5aa25.jpg,pinkie,pinkie,1.0000,1.200,3230.207,0.007,3231.415,1
81bbb8cf-2a13-4f43-8430-0e482405ec57.jpg,rock,rock,1.0000,1.200,3230.210,0.007,3231.417,1
26a6a4f8-c5f9-4667-b782-95f0d01a71bd.jpg,fist,fist,1.0000,1.200,3230.213,0.007,3231.420,1
3aee4164-d9ee-4947-8ee5-2e208cb62bc8.jpg,one,one,1.0000,1.200,3230.208,0.007,3231.416,1
892375ad-7e1a-4fc9-83f4-bfebcf13da03.jpg,pinkie,pinkie,1.0000,1.200,3230.214,0.007,3231.422,1
39f7e8c4-b277-48b5-9b19-180cfd2b0795.jpg,others,one,0.9996,1.200,3230.208,0.007,3231.416,0
2c73ca3c-205c-40d2-8fdd-41186eddada9.jpg,others,rock,0.4486,1.200,3230.210,0.007,3231.417,0
752459e0-6bd1-4980-9808-da924a7a4abf.jpg,fist,fist,1.0000,1.200,3230.205,0.007,3231.413,1
c230e48f-9f64-4511-9c5d-40c443bcef56.jpg,one,one,1.0000,1.200,3230.208,0.007,3231.416,1
068369af-78dd-486f-8d7c-ac9ab48281dc.jpg,palm,palm,1.0000,1.200,3230.212,0.007,3231.419,1
57239b8b-4bcf-4967-9ec1-e6ed4b363b55.jpg,rock,rock,1.0000,1.200,3230.214,0.007,3231.422,1
8c54b179-66bc-4db4-91cb-3cfdefa9ade3.jpg,palm,palm,1.0000,1.200,3230.212,0.007,3231.420,1
525e284e-7c16-46dc-b16a-fe46e631b668.jpg,rock,rock,1.0000,1.200,3230.206,0.007,3231.414,1
e4951414-dd7d-4190-99d3-92d00b2eb6f1.jpg,fist,fist,1.0000,1.200,3230.209,0.007,3231.417,1
9714a192-2af5-498e-96e0-e5e72d591dfc.jpg,one,one,1.0000,1.200,3230.209,0.007,3231.417,1
f0b8e43a-2354-4bdc-97f2-50f87978679e.jpg,one,one,1.0000,1.200,3230.214,0.007,3231.421,1
7bc2d7bb-7882-454c-ae7e-c9664768ae09.jpg,rock,rock,1.0000,1.200,3230.207,0.007,3231.414,1
046ae137-429b-4145-96a0-94579f9d746b.jpg,fist,fist,1.0000,1.200,3230.209,0.007,3231.416,1
68144a0f-4d12-4c2f-8469-7c8b1c42ac17.jpg,one,one,1.0000,1.200,3230.205,0.007,3231.412,1
d228f7ab-9c05-45d6-abb6-04bbc4b641c5.jpg,pinkie,pinkie,1.0000,1.200,3230.208,0.007,3231.416,1
bf608b5b-5ba1-44bf-a1dd-6e6390438d46.jpg,others,others,0.9434,1.200,3230.206,0.007,3231.414,1
6da2ffaf-6567-4de7-bf9f-5c8146cc6e77.jpg,one,one,0.9936,1.200,3230.207,0.007,3231.415,1
5b838faa-73a5-484b-9937-cef87c6d25f1.jpg,pinkie,pinkie,1.0000,1.200,3230.209,0.007,3231.417,1
c02349ca-8b59-4c6e-b0df-2c8c6c5516bb.jpg,pinkie,pinkie,1.0000,1.200,3230.205,0.007,3231.413,1
2356cdc4-1b17-4090-bcd2-d6d4062ecc22.jpg,rock,rock,1.0000,1.200,3230.212,0.007,3231.419,1
e3e3a4ce-848b-4ec1-9b2d-0cf7829e0fd5.jpg,palm,palm,1.0000,1.200,3230.210,0.007,3231.417,1
47592ed0-6354-456a-a828-b49d0a4b6c84.jpg,one,one,0.9311,1.200,3230.213,0.007,3231.421,1
f68443b7-70d4-41e6-9ade-25e8d48b248b.jpg,one,one,1.0000,1.200,3230.206,0.007,3231.414,1
c5dc5c73-d3c3-43ae-9f0e-4e0e98436a76.jpg,palm,palm,1.0000,1.200,3230.205,0.007,3231.413,1
cb196fd2-6bb9-4c2f-be5f-e8ff0f1cef63.jpg,fist,fist,1.0000,1.200,3230.212,0.007,3231.420,1
0b428df7-3429-4a03-a4e4-691fdd51089e.jpg,palm,palm,1.0000,1.200,3230.208,0.007,3231.416,1
8d5f7ea8-7d5d-48d6-b08a-75cef8ae00c2.jpg,others,others,1.0000,1.200,3230.206,0.007,3231.414,1
5e339c08-8173-4b5b-8c02-a6b3d778bc45.jpg,palm,palm,1.0000,1.200,3230.213,0.007,3231.421,1
7b7b68d1-b8ee-4608-8bd2-6deeb386ea67.jpg,rock,rock,0.9999,1.200,3230.212,0.007,3231.419,1
8a8ef2e2-d543-4116-913e-f80fdcad8168.jpg,fist,fist,1.0000,1.200,3230.215,0.007,3231.423,1
a4e61fbe-048f-45fd-98c6-6b4a71fc62a3.jpg,rock,rock,0.9996,1.200,3230.210,0.007,3231.417,1
d7302d92-89ed-40d9-9287-f476116d6ea7.jpg,others,others,0.9959,1.200,3230.208,0.007,3231.416,1
59869044-1361-4977-808a-e7c737074a25.jpg,fist,fist,1.0000,1.200,3230.209,0.007,3231.417,1
3fbe3c0b-c006-4e72-9ad6-b2281347c21d.jpg,pinkie,pinkie,1.0000,1.200,3230.205,0.007,3231.413,1
5bdfdd1a-baac-4ce0-923e-6daf306cc1ab.jpg,one,one,1.0000,1.200,3230.209,0.007,3231.416,1
dbae9fdc-7221-40e7-acf3-2c3e198a203b.jpg,palm,palm,1.0000,1.200,3230.212,0.007,3231.420,1
f8821fd4-72e1-4cca-af84-76c9dc414ccc.jpg,pinkie,one,0.8851,1.200,3230.213,0.007,3231.421,0
6ccf9430-f180-4c9b-a0ab-4161757633b9.jpg,pinkie,pinkie,0.9995,1.200,3230.208,0.007,3231.416,1
d4e24485-1a30-4257-acc4-87e55d167083.jpg,one,one,0.9374,1.200,3230.210,0.007,3231.417,1
df408b94-c2f9-4c1c-9165-0caec3b263b9.jpg,one,one,0.6883,1.200,3230.206,0.007,3231.414,1
cdcd35b2-27bf-4569-8fbf-efbd082f485f.jpg,one,one,0.9973,1.200,3230.211,0.007,3231.418,1
28b0690e-2f42-4ab5-a1e6-311cb36bb4e6.jpg,rock,rock,1.0000,1.200,3230.215,0.007,3231.423,1
def9a905-129d-49b4-8c00-6c89394defb8.jpg,one,one,0.9973,1.200,3230.214,0.007,3231.421,1
d2470649-fde0-43d6-a7ed-394e5ecfc422.jpg,others,others,1.0000,1.200,3230.214,0.007,3231.421,1
8c5963ea-3fd0-408f-8820-ced48a33b2ff.jpg,palm,palm,1.0000,1.200,3230.206,0.007,3231.413,1
c15f7898-8115-4aac-8fd5-a3e34aac7210.jpg,fist,fist,1.0000,1.200,3230.216,0.007,3231.423,1
7e04db0d-1b6e-4595-84ab-5305e523171e.jpg,fist,fist,1.0000,1.200,3230.208,0.007,3231.416,1
c89ed221-0473-4c21-a3e9-9938f79c0193.jpg,palm,palm,1.0000,1.200,3230.212,0.007,3231.419,1
52f9ada0-48e1-4ce6-badb-d62be9ba7d2f.jpg,fist,fist,1.0000,1.200,3230.211,0.007,3231.418,1
695b86e5-0858-457c-8cc1-119d5fc3348a.jpg,others,others,0.9936,1.200,3230.215,0.007,3231.423,1
a2c10530-67f2-4ba7-a838-67f4cb5a6a55.jpg,one,rock,0.7141,1.200,3230.206,0.007,3231.413,0
2e12bc11-4c18-4529-9014-4f215c524616.jpg,fist,fist,0.6841,1.200,3230.211,0.007,3231.419,1
3dbdacf9-1507-45da-b0cb-f538ede9ae24.jpg,rock,rock,1.0000,1.200,3230.213,0.007,3231.420,1
128e49fd-b997-41ee-afb2-3b040d06af05.jpg,others,others,0.9959,1.200,3230.211,0.007,3231.419,1
8b92aa55-fde6-4db7-a4ff-ce31930ecb18.jpg,fist,fist,1.0000,1.200,3230.214,0.007,3231.422,1
413810c7-178b-4fb1-b0a4-ba60dce2dec9.jpg,pinkie,others,0.7460,1.200,3230.206,0.007,3231.414,0
7a54c713-690d-4b4f-872e-5e774fc29eae.jpg,palm,palm,1.0000,1.200,3230.207,0.007,3231.415,1
afd6b392-da53-4ef6-9324-d060b2b99add.jpg,rock,rock,1.0000,1.200,3230.207,0.007,3231.414,1
8c70c991-874c-4910-9ba5-b3922ccb9aee.jpg,pinkie,pinkie,1.0000,1.200,3230.208,0.007,3231.416,1
b8c1cab1-4d7f-421c-8f88-9701115cf600.jpg,rock,rock,1.0000,1.200,3230.212,0.007,3231.419,1
f4536107-acdf-4237-96cd-f1e9d38250a1.jpg,pinkie,pinkie,1.0000,1.200,3230.209,0.007,3231.416,1
19b99ae1-0d4e-45d9-b2a8-353c60af2d6c.jpg,palm,palm,1.0000,1.200,3230.206,0.007,3231.413,1
5ae05d06-5f32-4381-b309-a87b6dbd9d3b.jpg,fist,fist,1.0000,1.200,3230.214,0.007,3231.422,1
e48df0e6-f6aa-4f55-9998-d1aa0754ec7e.jpg,others,others,1.0000,1.200,3230.210,0.007,3231.418,1
8a53b940-01d7-4bbf-bcdd-a03edd4bd717.jpg,fist,fist,0.9960,1.200,3230.213,0.007,3231.420,1
6ed3723b-ab0e-4b2b-9951-c781266f631c.jpg,rock,rock,1.0000,1.200,3230.214,0.007,3231.422,1
5f0e5a87-0b51-43a3-a9bf-97528e8a35b9.jpg,one,one,1.0000,1.200,3230.215,0.007,3231.423,1
d93e8348-f0de-4737-b0ca-857ac12553cf.jpg,fist,fist,1.0000,1.200,3230.207,0.007,3231.415,1
43a57376-97f8-4adb-901d-a90cb6e26058.jpg,rock,rock,1.0000,1.200,3230.206,0.007,3231.414,1
2fbaf79c-000a-4aaf-b24a-dbbbf63151e3.jpg,one,one,1.0000,1.200,3230.208,0.007,3231.416,1
98604e6d-a04e-4940-9d91-afbc1c9ade79.jpg,others,others,0.9935,1.200,3230.211,0.007,3231.419,1
2ca6e093-64c1-48b2-93df-92fe24b8cf48.jpg,palm,palm,1.0000,1.200,3230.206,0.007,3231.414,1
4f45f4f3-5832-4e11-92fb-8a5d8734ff4d.jpg,others,others,1.0000,1.200,3230.213,0.007,3231.420,1
87024197-8239-4f17-b468-dacbf97645ab.jpg,fist,fist,1.0000,1.200,3230.215,0.007,3231.422,1
bcf84068-d3ce-40fe-837b-9a25b417227e.jpg,rock,rock,1.0000,1.200,3230.213,0.007,3231.420,1
a3d03d0b-56bc-4d5c-9152-380b11aa37d9.jpg,others,others,0.7095,1.200,3230.206,0.007,3231.414,1
ca3f4471-19e7-4112-a2bd-1995572b0bde.jpg,fist,fist,1.0000,1.200,3230.213,0.007,3231.421,1
2fbaf79c-000a-4aaf-b24a-dbbbf63151e3.jpg,one,one,1.0000,1.200,3230.215,0.007,3231.423,1
0d0caffe-b328-4c97-894c-199cc1c66421.jpg,one,one,0.9564,1.200,3230.212,0.007,3231.420,1
80f578f4-8e63-4f02-bb5c-b9c347aa70d7.jpg,rock,rock,1.0000,1.200,3230.206,0.007,3231.414,1
