image,gt,pred,confidence,pre_ms,infer_ms,post_ms,total_ms,correct
5b0e5352-f679-41bb-a8e5-16756947cfee.jpg,palm,palm,0.9742,0.840,1677.761,0.008,1678.609,1
ee1c4544-0759-44f0-8d24-cd4e531928f7.jpg,rock,rock,0.6172,0.840,1677.761,0.008,1678.609,1
6275bd81-17e7-4234-a011-b10d04e827e4.jpg,rock,rock,0.7499,0.840,1677.761,0.008,1678.609,1
a6492227-46d4-466e-b761-75fea55fa56a.jpg,one,one,0.9831,0.840,1677.761,0.008,1678.609,1
1ab0dce7-f20d-47d5-90cf-67d9fed59d69.jpg,one,pinkie,0.3981,0.840,1677.761,0.008,1678.609,0
26d8e336-bd58-4cd1-ac5a-978b1ed2c658.jpg,palm,palm,0.7549,0.840,1677.761,0.008,1678.609,1
6c499bc1-239f-4c3b-9945-f2d8c24e6a3c.jpg,one,one,0.8996,0.840,1677.761,0.008,1678.609,1
179d2b6e-e9e7-4f8e-9291-3b4079531843.jpg,rock,rock,0.6296,0.840,1677.761,0.008,1678.608,1
10afa18c-7b50-4203-9cc4-09b6cc4c9eda.jpg,fist,fist,0.9849,0.840,1677.761,0.008,1678.609,1
53093f30-646b-423d-9274-9644d0da0d9e.jpg,fist,fist,0.9045,0.840,1677.760,0.008,1678.608,1
c9860fec-5912-463d-80c6-71aaa2d6db4b.jpg,fist,fist,0.6342,0.840,1677.761,0.008,1678.609,1
626c2b46-87b6-4c24-93f7-fca5be7f4761.jpg,one,rock,0.5486,0.840,1677.761,0.008,1678.609,0
7d4bc239-a527-4566-ba33-4f1da6963ae3.jpg,pinkie,pinkie,0.3907,0.840,1677.761,0.008,1678.609,1
42403d30-55c6-4dd8-8cc9-cc57263508ee.jpg,rock,rock,0.9791,0.840,1677.760,0.008,1678.608,1
72a7fb76-3ebc-4134-8184-04a7d3d692f7.jpg,pinkie,rock,0.9307,0.840,1677.761,0.008,1678.609,0
9c91e6af-2ee0-4fc8-a071-0b45ccb986e1.jpg,one,one,0.5245,0.840,1677.761,0.008,1678.608,1
fa56e33c-52c4-4769-9e80-6b187b2cf801.jpg,rock,rock,0.7306,0.840,1677.761,0.008,1678.609,1
31ebb63f-2a99-4524-ae3b-054c8a53f990.jpg,others,others,0.8173,0.840,1677.761,0.008,1678.609,1
b2a95877-f61e-4f72-b9dd-1949c613bab8.jpg,others,others,0.9800,0.840,1677.761,0.008,1678.609,1
a2487d83-1c24-4823-918d-62082074d5dc.jpg,palm,palm,0.9907,0.840,1677.761,0.008,1678.609,1
84fd3c55-a4d7-4d5e-b4ba-2c66f216c6a6.jpg,fist,fist,0.9973,0.840,1677.760,0.008,1678.608,1
33d941e3-016e-451c-92d5-17bb76105a8f.jpg,others,one,0.2991,0.840,1677.761,0.007,1678.609,0
52a41f02-e3d3-45dd-9bc2-a8ed34a6360d.jpg,rock,others,0.4373,0.840,1677.761,0.008,1678.609,0
82f07e2a-a245-4fc9-849a-36ea7c07bcb1.jpg,fist,fist,0.9785,0.840,1677.761,0.008,1678.609,1
7250fbef-127e-47eb-9d2d-4dcebd9227aa.jpg,pinkie,pinkie,0.8356,0.840,1677.761,0.008,1678.609,1
7bbff52d-7930-43e7-b5df-f64c09a43a5e.jpg,pinkie,pinkie,0.9390,0.840,1677.761,0.008,1678.609,1
139770b0-49eb-4be5-86ae-dbef1e164576.jpg,rock,rock,0.6922,0.840,1677.761,0.008,1678.608,1
721e669a-f282-4340-9632-99e841b9c9d7.jpg,rock,others,0.7862,0.840,1677.761,0.008,1678.609,0
8aa95823-8060-472a-9a47-4292d0b137a7.jpg,rock,rock,0.9479,0.840,1677.761,0.008,1678.609,1
aaec1215-8e7a-48c5-b892-f6cf05146c55.jpg,others,palm,0.5527,0.840,1677.761,0.008,1678.609,0
383fd300-0aac-497d-99a7-ecf2411cac76.jpg,pinkie,pinkie,0.9670,0.840,1677.761,0.008,1678.609,1
4fe9c335-64ca-4a67-84bb-669f82eca733.jpg,palm,palm,0.9506,0.840,1677.761,0.008,1678.609,1
942fbed6-7d4b-47da-97a6-5310f2b91afa.jpg,palm,palm,0.9902,0.840,1677.761,0.008,1678.609,1
88090456-53d8-4788-830a-7f5fb769bc38.jpg,pinkie,pinkie,0.9318,0.840,1677.761,0.008,1678.609,1
ca74306f-11d5-4a66-ade5-308296c1bc69.jpg,palm,palm,0.9772,0.840,1677.761,0.008,1678.609,1
fd6c1086-ed62-4fe1-b436-b6d0e896705c.jpg,pinkie,pinkie,0.6787,0.840,1677.761,0.008,1678.609,1
943132b4-24aa-43d4-879e-c202f759bfa1.jpg,others,rock,0.5124,0.840,1677.761,0.008,1678.609,0
d1a51bd4-4dc5-4fe5-9f8a-7d541d45515f.jpg,pinkie,pinkie,0.7562,0.840,1677.761,0.008,1678.609,1
53880da9-3a7f-4568-837a-4c08aaafa664.jpg,one,one,0.7832,0.840,1677.761,0.008,1678.609,1
b62bc376-436f-4a0f-b5c8-162dabb4eeb0.jpg,rock,rock,0.4022,0.840,1677.761,0.008,1678.609,1
826033f1-e3c9-4eb1-ad21-bf6c8dcdc918.jpg,others,others,0.6739,0.840,1677.761,0.008,1678.610,1
8f03b871-9c40-4a5f-a756-467e533919d7.jpg,palm,palm,0.8808,0.840,1677.761,0.008,1678.610,1
b6095416-b11b-4ee9-aa48-db779399973b.jpg,fist,fist,0.9991,0.840,1677.761,0.008,1678.609,1
4fad6fe7-535a-42e7-97ef-5fec6ab193a4.jpg,one,rock,0.6152,0.840,1677.761,0.008,1678.609,0
62c5ba2b-75d2-4edf-a2d7-9853e240656c.jpg,one,one,0.3697,0.840,1677.761,0.007,1678.609,1
44170378-3980-41f5-94f5-5be51c8a1858.jpg,palm,palm,0.7916,0.840,1677.761,0.008,1678.609,1
bb00c30f-dd9c-4dc1-af19-84c5d7bbba2e.jpg,pinkie,pinkie,0.5188,0.840,1677.761,0.008,1678.609,1
98a069b9-fef6-4d0e-bd6e-093b96d4740a.jpg,palm,palm,0.9842,0.840,1677.761,0.008,1678.609,1
1617efbb-3333-44cc-bb61-45662921606b.jpg,one,one,0.8277,0.840,1677.761,0.008,1678.609,1
9dac345e-b9b6-474e-96ad-d5c7496be764.jpg,rock,rock,0.3285,0.840,1677.761,0.007,1678.609,1
7892d716-c8ac-4d24-9e8f-b7bedfb457f1.jpg,others,others,0.5993,0.840,1677.761,0.008,1678.609,1
a1ceba56-f308-428a-8100-7b0199f07327.jpg,fist,fist,0.9581,0.840,1677.761,0.008,1678.608,1
46b3bb1a-1f1f-4a99-8088-f58ed5a58b8e.jpg,fist,fist,0.9964,0.840,1677.761,0.008,1678.609,1
3aa91be8-e7e7-4e49-9574-4abe7ed2bdc8.jpg,others,others,0.3710,0.840,1677.761,0.008,1678.609,1
79681775-0557-4dfb-a7d0-4df030f6cb8a.jpg,others,one,0.3849,0.840,1677.761,0.007,1678.608,0
75c5d8da-95b2-4d4f-9fee-db9fd6f1c332.jpg,pinkie,others,0.3945,0.840,1677.762,0.008,1678.610,0
f6f48371-e9cb-4eb8-94f4-36309eb07939.jpg,one,one,0.5481,0.840,1677.761,0.008,1678.609,1
d074c775-8b77-4d26-b6a4-8f4750065b7e.jpg,rock,rock,0.6345,0.840,1677.761,0.008,1678.609,1
246ae25c-edfc-4963-8dad-607fc92070a2.jpg,fist,fist,0.9999,0.840,1677.761,0.008,1678.609,1
80bb18b3-bf40-43ad-9fbe-fd3e2fb21b10.jpg,palm,palm,0.6927,0.840,1677.761,0.008,1678.609,1
e75f8c08-ac4b-4cb6-9656-cab602684ce4.jpg,palm,palm,0.9934,0.840,1677.761,0.008,1678.609,1
e9b93bd1-8dfe-47e3-943b-c44e02cdaef9.jpg,fist,fist,0.9956,0.840,1677.761,0.008,1678.609,1
09fb227c-9e56-41f5-9688-81bda68bf83c.jpg,rock,rock,0.9440,0.840,1677.761,0.008,1678.609,1
a9952b51-ae2c-4648-b8aa-842bc6032771.jpg,others,one,0.6176,0.840,1677.761,0.008,1678.609,0
6956ca18-73e2-4ef8-8882-3531be586af3.jpg,rock,rock,0.5098,0.840,1677.761,0.008,1678.609,1
46503cd8-8317-4a9b-85c0-5919c532e209.jpg,palm,palm,0.9633,0.840,1677.762,0.008,1678.610,1
d046906a-e4fd-406e-94fe-758cbbe762ec.jpg,others,fist,0.6878,0.840,1677.761,0.008,1678.609,0
2110d009-ad19-4dd0-ad42-c41a9f6957ba.jpg,rock,rock,0.2792,0.840,1677.761,0.007,1678.608,1
975b68c0-f20c-4994-9030-6e71d18d1c3a.jpg,others,others,0.6272,0.840,1677.761,0.008,1678.609,1
7d48d1b7-2d3a-4c8c-885d-16d5533440fc.jpg,palm,palm,0.9404,0.840,1677.761,0.008,1678.609,1
79cf8e42-f65d-4ab3-8d34-77c7de01a46f.jpg,pinkie,pinkie,0.6108,0.840,1677.761,0.008,1678.609,1
556311f8-b834-49c7-a0ef-802870b440d6.jpg,rock,rock,0.5265,0.840,1677.761,0.008,1678.609,1
2923059a-880e-4942-99c9-02b9550b5d40.jpg,pinkie,pinkie,0.2892,0.840,1677.760,0.007,1678.608,1
1203638d-e3d0-4b4c-8f73-351bb847a45f.jpg,fist,fist,0.9924,0.840,1677.761,0.008,1678.609,1
93218726-4101-480a-9aae-dd1793bc70a6.jpg,others,rock,0.5784,0.840,1677.761,0.008,1678.609,0
79bc35c7-c15d-42a1-a53b-ad59cccc7477.jpg,pinkie,rock,0.5615,0.840,1677.761,0.008,1678.609,0
31127f1b-0f96-4f0b-98b4-a83f209153a3.jpg,rock,rock,0.8638,0.840,1677.761,0.008,1678.609,1
c6140018-526a-4dd8-bd0a-70acbb5569aa.jpg,pinkie,pinkie,0.9008,0.840,1677.761,0.008,1678.609,1
a9b2a6ef-952f-46a1-be05-ab4436f080b6.jpg,pinkie,pinkie,0.8540,0.840,1677.761,0.008,1678.609,1
ab1352c7-dcfe-4885-8850-52f3a2891c08.jpg,rock,rock,0.9188,0.840,1677.761,0.008,1678.609,1
d6b6994e-63e0-4a64-8fc4-66523e564a7c.jpg,fist,fist,0.9834,0.840,1677.762,0.008,1678.610,1
74d9f43d-d1a7-4eb2-b5c4-8c326195bc7d.jpg,rock,one,0.4051,0.840,1677.761,0.008,1678.609,0
4305dfd7-f1a6-4bce-87bc-16a1313b655f.jpg,fist,fist,0.9999,0.840,1677.761,0.008,1678.609,1
8aea22c4-b113-40ca-9bd3-366c4a7c4475.jpg,fist,fist,0.9535,0.840,1677.761,0.008,1678.609,1
afb5aa47-8940-4898-a32b-cae1b9345b6a.jpg,fist,fist,0.9924,0.840,1677.761,0.008,1678.609,1
46f6fc84-31dd-4e6d-87aa-4a2ec7d907ee.jpg,palm,palm,0.9909,0.840,1677.761,0.008,1678.609,1
d0b714a3-1a43-4e3f-843f-85eb4210eeb3.jpg,one,one,0.5264,0.840,1677.761,0.008,1678.609,1
aed6ebf0-3f47-49be-89dd-ec75a702afdb.jpg,fist,fist,0.9458,0.840,1677.761,0.008,1678.609,1
f22dc8d8-3b2d-4909-bc3c-6fe9c9de6282.jpg,rock,rock,0.9855,0.840,1677.761,0.008,1678.609,1
ff432cec-0bc2-4877-9adb-f04fa62038a2.jpg,one,one,0.9320,0.840,1677.761,0.008,1678.609,1
2f938ba9-ada5-4eb6-8814-ac15d061e548.jpg,fist,fist,0.9972,0.840,1677.761,0.008,1678.608,1
fa733708-ae99-46d1-adfc-0fbbbff5efbf.jpg,rock,rock,0.7669,0.840,1677.761,0.008,1678.609,1
d3a25b9e-d87c-474f-a823-de30d4d2841f.jpg,rock,rock,0.7579,0.840,1677.761,0.008,1678.609,1
e972964e-4856-48c3-b495-cb7e2b86eb38.jpg,one,others,0.3305,0.840,1677.761,0.008,1678.609,0
acd782d4-d9af-46da-9fab-d5af7b347258.jpg,pinkie,rock,0.4248,0.840,1677.761,0.008,1678.609,0
6356e9b5-0685-4429-bfc5-f3c3126adbc9.jpg,rock,rock,0.4885,0.840,1677.761,0.008,1678.609,1
421d0108-dea6-42e3-8a9e-a3647804f02c.jpg,fist,fist,0.9990,0.840,1677.761,0.008,1678.608,1
a62210ea-923e-4925-b603-e79eb8d3dc98.jpg,fist,fist,0.9412,0.840,1677.761,0.008,1678.609,1
59f04e8f-57f9-4cd2-b4c9-19d0dfce1102.jpg,one,one,0.9981,0.840,1677.761,0.008,1678.609,1
381cc555-0c4f-44ff-9ce5-cdb89877ccae.jpg,rock,rock,0.6933,0.840,1677.761,0.008,1678.609,1
98e15309-7718-489f-a0b8-04b0fa4b59bf.jpg,fist,fist,0.6108,0.840,1677.761,0.008,1678.609,1
2142d14e-7eb1-4b5d-8f4b-7b0bfee43390.jpg,pinkie,one,0.2947,0.840,1677.761,0.007,1678.609,0
11c6fdaa-0351-4cce-8aa8-b1b888adb28d.jpg,others,one,0.3647,0.840,1677.761,0.008,1678.609,0
2bd29354-a697-4b87-b85f-816e26adecd2.jpg,others,one,0.4828,0.840,1677.761,0.008,1678.609,0
36251a72-187b-497a-b1f0-aa79a77f4593.jpg,others,others,0.9752,0.840,1677.761,0.008,1678.609,1
fdf868fd-5936-428c-acf4-d9c6da19e37b.jpg,palm,palm,0.8514,0.840,1677.761,0.008,1678.609,1
dddbf91e-4c49-495a-872d-65f71b5d0371.jpg,rock,rock,0.7339,0.840,1677.761,0.008,1678.609,1
d0ce70a1-ba2c-4769-ba6e-9fdca27e4454.jpg,others,one,0.3903,0.840,1677.761,0.008,1678.609,0
da5080bc-5ce7-4c99-8389-7ff74fd2f9be.jpg,palm,palm,0.9763,0.840,1677.761,0.008,1678.609,1
d04fa7fe-1cdb-4659-a172-3d38873ba89a.jpg,others,others,0.8694,0.840,1677.761,0.008,1678.609,1
25b7e89f-dcde-4f34-b8eb-9f234451c6f5.jpg,pinkie,pinkie,0.9521,0.840,1677.761,0.008,1678.609,1
85dc7ad9-ef39-4cff-af75-8e795a7acdee.jpg,pinkie,pinkie,0.7039,0.840,1677.761,0.008,1678.609,1
faaedd88-21eb-42d5-93c4-c3b9649fa4b9.jpg,rock,rock,0.7646,0.840,1677.761,0.008,1678.609,1
5c5c8bb8-7626-4b41-8232-2222f9f9a54a.jpg,palm,palm,0.9922,0.840,1677.761,0.008,1678.609,1
e04879fe-ff15-4c55-b892-d67c15bdc31c.jpg,rock,rock,0.9748,0.840,1677.760,0.008,1678.608,1
599c30af-dd77-4855-9082-63032325e149.jpg,others,others,0.6341,0.840,1677.761,0.008,1678.609,1
6c545f53-8adb-468a-bcf4-564e217f520f.jpg,one,one,0.9939,0.840,1677.761,0.008,1678.609,1
15f2b140-624c-417f-85f7-bab7357b2a06.jpg,others,others,0.5329,0.840,1677.761,0.008,1678.609,1
edb57d6e-93ef-4627-9988-5ea04916c96f.jpg,fist,fist,0.9887,0.840,1677.761,0.008,1678.609,1
b2b42d7b-af57-48d7-8efd-270698f5aa25.jpg,pinkie,pinkie,0.6611,0.840,1677.761,0.008,1678.609,1
81bbb8cf-2a13-4f43-8430-0e482405ec57.jpg,rock,rock,0.3699,0.840,1677.762,0.008,1678.610,1
26a6a4f8-c5f9-4667-b782-95f0d01a71bd.jpg,fist,fist,0.9732,0.840,1677.761,0.008,1678.609,1
3aee4164-d9ee-4947-8ee5-2e208cb62bc8.jpg,one,fist,0.6957,0.840,1677.761,0.008,1678.609,0
892375ad-7e1a-4fc9-83f4-bfebcf13da03.jpg,pinkie,rock,0.4278,0.840,1677.761,0.008,1678.609,0
39f7e8c4-b277-48b5-9b19-180cfd2b0795.jpg,others,one,0.7629,0.840,1677.761,0.008,1678.609,0
2c73ca3c-205c-40d2-8fdd-41186eddada9.jpg,others,rock,0.5408,0.840,1677.761,0.008,1678.609,0
752459e0-6bd1-4980-9808-da924a7a4abf.jpg,fist,fist,0.9715,0.840,1677.761,0.008,1678.609,1
c230e48f-9f64-4511-9c5d-40c443bcef56.jpg,one,one,0.4728,0.840,1677.761,0.008,1678.609,1
068369af-78dd-486f-8d7c-ac9ab48281dc.jpg,palm,palm,0.9852,0.840,1677.761,0.008,1678.609,1
57239b8b-4bcf-4967-9ec1-e6ed4b363b55.jpg,rock,rock,0.8639,0.840,1677.761,0.008,1678.609,1
8c54b179-66bc-4db4-91cb-3cfdefa9ade3.jpg,palm,palm,0.9590,0.840,1677.761,0.008,1678.610,1
525e284e-7c16-46dc-b16a-fe46e631b668.jpg,rock,rock,0.9988,0.840,1677.761,0.008,1678.609,1
e4951414-dd7d-4190-99d3-92d00b2eb6f1.jpg,fist,fist,0.9991,0.840,1677.761,0.008,1678.609,1
9714a192-2af5-498e-96e0-e5e72d591dfc.jpg,one,pinkie,0.3413,0.840,1677.761,0.007,1678.609,0
f0b8e43a-2354-4bdc-97f2-50f87978679e.jpg,one,one,0.7572,0.840,1677.761,0.008,1678.609,1
7bc2d7bb-7882-454c-ae7e-c9664768ae09.jpg,rock,rock,0.9594,0.840,1677.761,0.008,1678.609,1
046ae137-429b-4145-96a0-94579f9d746b.jpg,fist,fist,0.9409,0.840,1677.761,0.008,1678.609,1
68144a0f-4d12-4c2f-8469-7c8b1c42ac17.jpg,one,one,0.9063,0.840,1677.761,0.008,1678.609,1
d228f7ab-9c05-45d6-abb6-04bbc4b641c5.jpg,pinkie,pinkie,0.6848,0.840,1677.761,0.008,1678.609,1
bf608b5b-5ba1-44bf-a1dd-6e6390438d46.jpg,others,one,0.2565,0.840,1677.761,0.007,1678.609,0
6da2ffaf-6567-4de7-bf9f-5c8146cc6e77.jpg,one,one,0.5158,0.840,1677.761,0.008,1678.609,1
5b838faa-73a5-484b-9937-cef87c6d25f1.jpg,pinkie,pinkie,0.6119,0.840,1677.761,0.008,1678.609,1
c02349ca-8b59-4c6e-b0df-2c8c6c5516bb.jpg,pinkie,pinkie,0.8562,0.840,1677.761,0.008,1678.609,1
2356cdc4-1b17-4090-bcd2-d6d4062ecc22.jpg,rock,rock,0.9845,0.840,1677.761,0.008,1678.609,1
e3e3a4ce-848b-4ec1-9b2d-0cf7829e0fd5.jpg,palm,palm,0.8824,0.840,1677.761,0.008,1678.609,1
47592ed0-6354-456a-a828-b49d0a4b6c84.jpg,one,one,0.8566,0.840,1677.761,0.008,1678.609,1
f68443b7-70d4-41e6-9ade-25e8d48b248b.jpg,one,pinkie,0.5623,0.840,1677.761,0.008,1678.609,0
c5dc5c73-d3c3-43ae-9f0e-4e0e98436a76.jpg,palm,palm,0.9679,0.840,1677.761,0.008,1678.609,1
cb196fd2-6bb9-4c2f-be5f-e8ff0f1cef63.jpg,fist,fist,0.9759,0.840,1677.761,0.008,1678.609,1
0b428df7-3429-4a03-a4e4-691fdd51089e.jpg,palm,palm,0.9979,0.840,1677.761,0.008,1678.609,1
8d5f7ea8-7d5d-48d6-b08a-75cef8ae00c2.jpg,others,others,0.4317,0.840,1677.761,0.008,1678.609,1
5e339c08-8173-4b5b-8c02-a6b3d778bc45.jpg,palm,palm,0.9971,0.840,1677.761,0.008,1678.609,1
7b7b68d1-b8ee-4608-8bd2-6deeb386ea67.jpg,rock,rock,0.3038,0.840,1677.761,0.008,1678.609,1
8a8ef2e2-d543-4116-913e-f80fdcad8168.jpg,fist,fist,0.9937,0.840,1677.761,0.008,1678.609,1
a4e61fbe-048f-45fd-98c6-6b4a71fc62a3.jpg,rock,rock,0.4606,0.840,1677.761,0.008,1678.609,1
d7302d92-89ed-40d9-9287-f476116d6ea7.jpg,others,others,0.5958,0.840,1677.761,0.008,1678.609,1
59869044-1361-4977-808a-e7c737074a25.jpg,fist,fist,0.9995,0.840,1677.761,0.008,1678.609,1
3fbe3c0b-c006-4e72-9ad6-b2281347c21d.jpg,pinkie,pinkie,0.9845,0.840,1677.761,0.008,1678.609,1
5bdfdd1a-baac-4ce0-923e-6daf306cc1ab.jpg,one,fist,0.7538,0.840,1677.761,0.008,1678.609,0
dbae9fdc-7221-40e7-acf3-2c3e198a203b.jpg,palm,palm,0.9955,0.840,1677.761,0.008,1678.609,1
f8821fd4-72e1-4cca-af84-76c9dc414ccc.jpg,pinkie,fist,0.2752,0.840,1677.761,0.007,1678.609,0
6ccf9430-f180-4c9b-a0ab-4161757633b9.jpg,pinkie,others,0.4434,0.840,1677.761,0.008,1678.609,0
d4e24485-1a30-4257-acc4-87e55d167083.jpg,one,rock,0.3250,0.840,1677.761,0.007,1678.608,0
df408b94-c2f9-4c1c-9165-0caec3b263b9.jpg,one,palm,0.2781,0.840,1677.761,0.007,1678.609,0
cdcd35b2-27bf-4569-8fbf-efbd082f485f.jpg,one,one,0.9470,0.840,1677.762,0.008,1678.610,1
28b0690e-2f42-4ab5-a1e6-311cb36bb4e6.jpg,rock,rock,0.5929,0.840,1677.760,0.008,1678.608,1
def9a905-129d-49b4-8c00-6c89394defb8.jpg,one,one,0.5059,0.840,1677.761,0.008,1678.609,1
d2470649-fde0-43d6-a7ed-394e5ecfc422.jpg,others,others,0.7756,0.840,1677.761,0.008,1678.609,1
8c5963ea-3fd0-408f-8820-ced48a33b2ff.jpg,palm,palm,0.6631,0.840,1677.760,0.008,1678.609,1
c15f7898-8115-4aac-8fd5-a3e34aac7210.jpg,fist,fist,0.8644,0.840,1677.760,0.008,1678.609,1
7e04db0d-1b6e-4595-84ab-5305e523171e.jpg,fist,fist,0.7303,0.840,1677.761,0.008,1678.609,1
c89ed221-0473-4c21-a3e9-9938f79c0193.jpg,palm,palm,0.9986,0.840,1677.761,0.008,1678.609,1
52f9ada0-48e1-4ce6-badb-d62be9ba7d2f.jpg,fist,fist,0.9942,0.840,1677.761,0.008,1678.609,1
695b86e5-0858-457c-8cc1-119d5fc3348a.jpg,others,others,0.9669,0.840,1677.761,0.008,1678.609,1
a2c10530-67f2-4ba7-a838-67f4cb5a6a55.jpg,one,one,0.2521,0.840,1677.761,0.007,1678.609,1
2e12bc11-4c18-4529-9014-4f215c524616.jpg,fist,fist,0.2920,0.840,1677.762,0.007,1678.609,1
3dbdacf9-1507-45da-b0cb-f538ede9ae24.jpg,rock,rock,0.8788,0.840,1677.761,0.008,1678.609,1
128e49fd-b997-41ee-afb2-3b040d06af05.jpg,others,others,0.9107,0.840,1677.761,0.008,1678.609,1
8b92aa55-fde6-4db7-a4ff-ce31930ecb18.jpg,fist,fist,0.9821,0.840,1677.761,0.008,1678.609,1
413810c7-178b-4fb1-b0a4-ba60dce2dec9.jpg,pinkie,fist,0.9263,0.840,1677.761,0.008,1678.609,0
7a54c713-690d-4b4f-872e-5e774fc29eae.jpg,palm,palm,0.9585,0.840,1677.760,0.008,1678.609,1
afd6b392-da53-4ef6-9324-d060b2b99add.jpg,rock,rock,0.9700,0.840,1677.761,0.008,1678.609,1
8c70c991-874c-4910-9ba5-b3922ccb9aee.jpg,pinkie,fist,0.6914,0.840,1677.761,0.008,1678.609,0
b8c1cab1-4d7f-421c-8f88-9701115cf600.jpg,rock,rock,0.6769,0.840,1677.761,0.008,1678.609,1
f4536107-acdf-4237-96cd-f1e9d38250a1.jpg,pinkie,pinkie,0.4918,0.840,1677.761,0.008,1678.609,1
19b99ae1-0d4e-45d9-b2a8-353c60af2d6c.jpg,palm,palm,0.7967,0.840,1677.761,0.008,1678.609,1
5ae05d06-5f32-4381-b309-a87b6dbd9d3b.jpg,fist,fist,0.9994,0.840,1677.761,0.008,1678.608,1
e48df0e6-f6aa-4f55-9998-d1aa0754ec7e.jpg,others,one,0.5727,0.840,1677.760,0.008,1678.608,0
8a53b940-01d7-4bbf-bcdd-a03edd4bd717.jpg,fist,fist,0.8712,0.840,1677.761,0.008,1678.609,1
6ed3723b-ab0e-4b2b-9951-c781266f631c.jpg,rock,rock,0.9425,0.840,1677.761,0.008,1678.610,1
5f0e5a87-0b51-43a3-a9bf-97528e8a35b9.jpg,one,one,0.7662,0.840,1677.761,0.008,1678.609,1
d93e8348-f0de-4737-b0ca-857ac12553cf.jpg,fist,fist,0.6194,0.840,1677.761,0.008,1678.609,1
43a57376-97f8-4adb-901d-a90cb6e26058.jpg,rock,rock,0.5527,0.840,1677.760,0.008,1678.608,1
2fbaf79c-000a-4aaf-b24a-dbbbf63151e3.jpg,one,one,0.9348,0.840,1677.761,0.008,1678.609,1
98604e6d-a04e-4940-9d91-afbc1c9ade79.jpg,others,others,0.8807,0.840,1677.761,0.008,1678.610,1
2ca6e093-64c1-48b2-93df-92fe24b8cf48.jpg,palm,palm,0.9980,0.840,1677.761,0.008,1678.609,1
4f45f4f3-5832-4e11-92fb-8a5d8734ff4d.jpg,others,others,0.9728,0.840,1677.761,0.008,1678.609,1
87024197-8239-4f17-b468-dacbf97645ab.jpg,fist,fist,0.9895,0.840,1677.761,0.008,1678.609,1
bcf84068-d3ce-40fe-837b-9a25b417227e.jpg,rock,rock,0.4232,0.840,1677.761,0.008,1678.608,1
a3d03d0b-56bc-4d5c-9152-380b11aa37d9.jpg,others,others,0.4466,0.840,1677.761,0.008,1678.609,1
ca3f4471-19e7-4112-a2bd-1995572b0bde.jpg,fist,fist,0.9938,0.840,1677.760,0.008,1678.608,1
2fbaf79c-000a-4aaf-b24a-dbbbf63151e3.jpg,one,one,0.9348,0.840,1677.761,0.008,1678.609,1
0d0caffe-b328-4c97-894c-199cc1c66421.jpg,one,one,0.4610,0.840,1677.762,0.008,1678.610,1
80f578f4-8e63-4f02-bb5c-b9c347aa70d7.jpg,rock,rock,0.6059,0.840,1677.761,0.008,1678.609,1
